URL,user_screenname,reason
https://t.co/go7ywuSifR,dream_sanuki,PageNotFound
https://t.co/sSCMpOQ4hM,ikari_hippopo,WrongUrl
https://t.co/PjX4NZWDSv,fk0301,MaxRetry
https://t.co/xFMuPcOy2N,ikari_hippopo,PageNotFound
